Era{0}: --------------------
(1.000001, 1.000003)
(0.999998, 0.999996)
(0.999998, 0.999997)

Era{360}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000000, 1.000000)
(1.000001, 1.000001)
(1.000004, 1.000007)
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000001, 1.000002)
(1.000002, 1.000005)
(0.999999, 0.999998)
(1.000002, 1.000004)
(1.000000, 1.000000)
(1.000001, 1.000003)
(0.999998, 0.999996)
(0.999998, 0.999997)

Era{361}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000000, 1.000000)
(1.000001, 1.000001)
(1.000004, 1.000007)
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000000, 1.000000)
(0.999998, 0.999996)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000001, 1.000002)
(1.000002, 1.000005)
(0.999999, 0.999998)
(1.000002, 1.000004)
(1.000000, 1.000000)
(1.000001, 1.000003)
(0.999998, 0.999996)
(0.999998, 0.999997)

Era{362}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000000, 1.000000)
(1.000001, 1.000001)
(1.000004, 1.000007)
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000000, 1.000000)
(0.999997, 0.999994)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000001, 1.000002)
(1.000002, 1.000005)
(0.999999, 0.999998)
(1.000002, 1.000004)
(1.000002, 1.000003)
(1.000001, 1.000003)
(0.999998, 0.999996)
(0.999998, 0.999997)

Era{363}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000000, 1.000000)
(1.000001, 1.000001)
(1.000004, 1.000007)
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000000, 1.000000)
(0.999997, 0.999994)
(1.000000, 1.000001)
(1.000001, 1.000002)
(1.000000, 0.999999)
(1.000001, 1.000002)
(1.000002, 1.000005)
(0.999999, 0.999998)
(1.000002, 1.000004)
(1.000002, 1.000003)
(0.999999, 0.999999)
(0.999998, 0.999996)
(0.999998, 0.999997)

Era{364}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000001, 1.000001)
(1.000001, 1.000001)
(1.000004, 1.000007)
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000000, 1.000000)
(0.999997, 0.999994)
(1.000000, 1.000001)
(1.000001, 1.000002)
(1.000000, 0.999999)
(1.000001, 1.000002)
(1.000002, 1.000005)
(0.999999, 0.999998)
(1.000002, 1.000004)
(1.000002, 1.000003)
(0.999999, 0.999999)
(0.999998, 0.999996)
(0.999998, 0.999997)

Era{365}: --------------------
(1.000002, 1.000003)
(0.999999, 0.999998)
(1.000001, 1.000001)
(1.000001, 1.000001)
(1.000004, 1.000007)
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000000, 1.000000)
(0.999997, 0.999994)
(1.000000, 1.000001)
(1.000001, 1.000002)
(1.000000, 0.999999)
(1.000001, 1.000002)
(1.000002, 1.000005)
(0.999999, 0.999998)
(1.000002, 1.000004)
(0.999998, 0.999997)
(0.999999, 0.999999)
(0.999998, 0.999996)
(0.999998, 0.999997)

Era{366}: --------------------
(1.000002, 1.000003)
(1.000001, 1.000002)
(1.000001, 1.000001)
(1.000001, 1.000001)
(1.000004, 1.000007)
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000000, 1.000000)
(0.999997, 0.999994)
(1.000000, 1.000001)
(1.000001, 1.000002)
(1.000000, 0.999999)
(1.000001, 1.000002)
(1.000002, 1.000005)
(0.999999, 0.999998)
(1.000002, 1.000004)
(0.999998, 0.999997)
(0.999999, 0.999998)
(0.999998, 0.999996)
(0.999998, 0.999997)

Era{367}: --------------------
(1.000002, 1.000003)
(1.000001, 1.000002)
(1.000001, 1.000001)
(1.000001, 1.000001)
(1.000004, 1.000007)
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000000, 1.000000)
(0.999999, 0.999999)
(1.000000, 1.000001)
(1.000001, 1.000002)
(1.000000, 0.999999)
(1.000001, 1.000002)
(1.000002, 1.000005)
(0.999999, 0.999998)
(1.000002, 1.000004)
(0.999998, 0.999997)
(0.999999, 0.999998)
(0.999998, 0.999996)
(0.999998, 0.999997)

Era{368}: --------------------
(1.000002, 1.000003)
(1.000001, 1.000002)
(1.000001, 1.000001)
(1.000001, 1.000001)
(1.000004, 1.000007)
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000000, 1.000000)
(0.999999, 0.999999)
(1.000000, 1.000001)
(1.000001, 1.000002)
(1.000000, 0.999999)
(1.000001, 1.000002)
(1.000002, 1.000005)
(0.999999, 0.999998)
(1.000002, 1.000004)
(0.999998, 0.999997)
(0.999999, 0.999998)
(0.999998, 0.999996)
(0.999998, 0.999997)

Era{369}: --------------------
(1.000002, 1.000003)
(1.000001, 1.000002)
(1.000001, 1.000001)
(1.000001, 1.000001)
(1.000004, 1.000007)
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000000, 1.000000)
(0.999999, 0.999999)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000000, 0.999999)
(1.000001, 1.000002)
(1.000002, 1.000005)
(0.999999, 0.999998)
(1.000002, 1.000004)
(0.999998, 0.999997)
(0.999999, 0.999998)
(0.999998, 0.999996)
(0.999998, 0.999997)

Era{370}: --------------------
(1.000002, 1.000003)
(1.000001, 1.000002)
(1.000001, 1.000001)
(1.000001, 1.000001)
(1.000004, 1.000007)
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000000, 1.000000)
(1.000001, 1.000002)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000000, 0.999999)
(1.000001, 1.000002)
(1.000002, 1.000005)
(1.000002, 1.000004)
(1.000002, 1.000004)
(0.999998, 0.999997)
(0.999999, 0.999998)
(0.999998, 0.999996)
(0.999998, 0.999997)

Era{371}: --------------------
(1.000002, 1.000003)
(1.000001, 1.000002)
(1.000001, 1.000001)
(1.000001, 1.000001)
(1.000004, 1.000007)
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000000, 1.000000)
(1.000001, 1.000002)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000000, 0.999999)
(1.000001, 1.000002)
(1.000002, 1.000005)
(1.000002, 1.000004)
(1.000000, 1.000000)
(0.999998, 0.999997)
(0.999999, 0.999998)
(0.999998, 0.999996)
(0.999998, 0.999997)

Era{372}: --------------------
(0.999999, 0.999997)
(1.000001, 1.000002)
(1.000001, 1.000001)
(1.000001, 1.000001)
(1.000001, 1.000003)
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000000, 1.000000)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000000, 0.999999)
(1.000001, 1.000002)
(1.000002, 1.000005)
(1.000002, 1.000004)
(1.000000, 1.000000)
(0.999998, 0.999997)
(0.999999, 0.999998)
(0.999998, 0.999996)
(0.999998, 0.999997)

Era{373}: --------------------
(0.999999, 0.999997)
(1.000001, 1.000002)
(1.000001, 1.000001)
(1.000001, 1.000001)
(1.000001, 1.000003)
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000000, 1.000000)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000000, 1.000000)
(1.000000, 1.000000)
(1.000002, 1.000005)
(1.000002, 1.000004)
(1.000000, 1.000000)
(0.999998, 0.999997)
(0.999999, 0.999998)
(0.999998, 0.999996)
(0.999998, 0.999997)

Era{374}: --------------------
(0.999998, 0.999997)
(1.000001, 1.000002)
(1.000001, 1.000001)
(1.000000, 1.000001)
(1.000001, 1.000003)
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000000, 1.000000)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000000, 1.000000)
(1.000000, 1.000000)
(1.000002, 1.000005)
(1.000002, 1.000004)
(1.000000, 1.000000)
(0.999998, 0.999997)
(0.999999, 0.999998)
(0.999998, 0.999996)
(0.999998, 0.999997)

Era{375}: --------------------
(1.000000, 1.000000)
(1.000001, 1.000002)
(1.000001, 1.000001)
(1.000000, 1.000001)
(1.000001, 1.000003)
(0.999998, 0.999996)
(0.999999, 0.999998)
(1.000000, 1.000000)
(1.000000, 1.000001)
(1.000000, 1.000001)
(1.000000, 0.999999)
(1.000000, 1.000000)
(1.000000, 1.000000)
(1.000002, 1.000005)
(1.000002, 1.000004)
(1.000000, 1.000000)
(0.999998, 0.999997)
(0.999999, 0.999998)
(0.999998, 0.999996)
(0.999998, 0.999997)

